"50"	"45"	"动漫/幽默"	"1"	"5"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"51"	"1"	"科技"	"1"	"9"	"1"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"52"	"51"	"科技"	"1"	"1"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"53"	"51"	"工程"	"1"	"2"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"54"	"51"	"建筑"	"1"	"3"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"55"	"51"	"医学"	"1"	"4"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"56"	"51"	"科学与自然"	"1"	"5"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"57"	"51"	"计算机与互联网"	"1"	"6"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"58"	"51"	"体育/运动"	"1"	"7"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"59"	"1"	"教育"	"1"	"10"	"1"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"60"	"59"	"教材教辅"	"1"	"1"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"61"	"59"	"教育与考试"	"1"	"2"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"62"	"59"	"外语学习"	"1"	"3"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"63"	"59"	"新闻出版"	"1"	"4"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"64"	"59"	"语言文字"	"1"	"5"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"65"	"1"	"港台图书"	"1"	"11"	"1"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"66"	"65"	"艺术/设计/收藏"	"1"	"1"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"67"	"65"	"经济管理"	"1"	"2"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"68"	"65"	"文化/学术"	"1"	"3"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"69"	"65"	"少儿文学/国学"	"1"	"4"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"70"	"1"	"其它"	"1"	"12"	"1"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"71"	"70"	"工具书"	"1"	"1"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"72"	"70"	"影印版"	"1"	"2"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"73"	"70"	"套装书"	"1"	"3"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"625"	"580"	"电子教育"	"1"	"5"	"1"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"626"	"625"	"电子词典"	"1"	"1"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"627"	"625"	"电纸书"	"1"	"2"	"0"	"2014/10/15 18:31:55"	"2014/10/15 18:31:55"
"628"	"0"	"视频,电子类,知识付费"	"1"	"1"	"1"	"2020/2/17 10:49:09"	"2020/2/17 10:49:15"
"629"	"628"	"视频类"	"1"	"1"	"1"	"2020/2/17 10:52:22"	"2020/2/17 10:52:26"
"640"	"628"	"电子类"	"1"	"1"	"1"	"2020/2/17 10:52:50"	"2020/2/17 10:52:54"
"650"	"628"	"知识付费"	"1"	"1"	"1"	"2020/2/17 10:54:09"	"2020/2/17 10:54:13"
